AccMeanX,AccMeanY,AccMeanZ,AccMedianX,AccMedianY,AccMedianZ,GyroMeanX,GyroMeanY,GyroMeanZ,GyroMedianX,GyroMedianY,GyroMedianZ
0.28533935546875,-0.13861083984375,-0.957763671875,0.249267578125,-0.1204833984375,-0.953125,-0.1774809160305342,4.190839694656488,0.4980916030534351,-0.2862595419847328,4.251908396946565,0.7061068702290076
0.3134765625,-0.161669921875,-0.95625,0.32275390625,-0.140380859375,-0.9501953125,0.5282442748091605,3.8916030534351145,0.3770992366412213,0.3358778625954199,3.969465648854962,0.5877862595419847
0.3251953125,-0.1583251953125,-0.9501546223958334,0.353271484375,-0.1409912109375,-0.9434814453125,0.1895674300254455,3.773536895674301,0.0381679389312976,-0.2862595419847328,3.8320610687022896,0.2404580152671755
0.3365652901785714,-0.1724679129464285,-0.9376395089285714,0.3837890625,-0.1416015625,-0.936767578125,0.3565976008724102,4.480916030534352,-0.1025081788440567,0.3358778625954199,3.969465648854962,-0.1068702290076336
0.337860107421875,-0.1641845703125,-0.941680908203125,0.3653564453125,-0.1409912109375,-0.9434814453125,0.1765267175572521,4.434160305343512,-0.1679389312977099,-0.2862595419847328,4.038167938931298,-0.1793893129770992
0.3310546875,-0.174560546875,-0.9490831163194444,0.346923828125,-0.1416015625,-0.9501953125,0.162849872773537,4.506361323155216,-0.3960983884648008,0.0534351145038167,4.106870229007634,-0.2519083969465649
0.3138427734375,-0.16826171875,-0.951318359375,0.3348388671875,-0.1409912109375,-0.9598388671875,0.0358778625954199,4.421374045801527,-0.2786259541984733,-0.4274809160305344,4.038167938931298,-0.1793893129770992
0.3014248934659091,-0.1620871803977272,-0.9559437144886364,0.32275390625,-0.140380859375,-0.969482421875,-0.0575988896599582,4.319916724496878,-0.190145732130465,-0.9083969465648856,3.969465648854962,-0.1068702290076336
0.2914021809895833,-0.1565348307291666,-0.9579671223958334,0.2996826171875,-0.1259765625,-0.9697265625,-0.1227735368956742,4.270356234096693,-0.1125954198473283,-0.8740458015267176,3.847328244274809,0.2404580152671755
0.2925555889423077,-0.1568509615384615,-0.9571063701923076,0.306396484375,-0.140380859375,-0.969482421875,-0.1233118027011156,4.256018790369936,-0.0364063417498532,-0.8396946564885496,3.969465648854962,0.5877862595419847
0.3082449776785714,-0.1589704241071428,-0.9585832868303572,0.3145751953125,-0.1409912109375,-0.9697265625,-0.2115594329334786,4.349509269356598,-0.019629225736096,-0.8740458015267176,4.026717557251908,0.3931297709923664
0.3378731863839285,-0.1740199497767857,-0.9508231026785714,0.3348388671875,-0.151123046875,-0.9600830078125,-0.0539803707742638,4.114503816793894,0.0070883315158123,-0.4847328244274809,4.026717557251908,0.3931297709923664
0.3501150948660714,-0.1720145089285714,-0.95361328125,0.3470458984375,-0.151123046875,-0.9600830078125,-0.0059978189749181,3.842966194111233,0.0512540894220282,-0.183206106870229,3.847328244274809,0.3931297709923664
0.3620954241071428,-0.1698172433035714,-0.9575020926339286,0.365478515625,-0.151123046875,-0.968017578125,-0.1226826608505997,3.7044711014176666,0.0588876772082878,-0.5381679389312977,3.690839694656488,0.4465648854961832
0.3603166852678571,-0.1717006138392857,-0.9513985770089286,0.365478515625,-0.151123046875,-0.968017578125,-0.020174482006543,3.987459105779717,0.2159214830970555,-0.5381679389312977,3.690839694656488,0.6946564885496184
0.3411690848214285,-0.1582380022321428,-0.9561244419642856,0.3470458984375,-0.1265869140625,-0.970703125,-0.3031624863685932,4.112868047982552,0.2818974918211558,-0.7251908396946565,3.9045801526717554,0.717557251908397
0.3248814174107143,-0.1540004185267857,-0.9609723772321428,0.32666015625,-0.110595703125,-0.974609375,-0.2491821155943293,4.197928026172301,0.4580152671755724,-0.6793893129770993,4.095419847328245,0.7595419847328244
0.3214285714285714,-0.1489083426339285,-0.974609375,0.32666015625,-0.110595703125,-0.97900390625,-0.3882224645583424,3.958015267175573,0.6597600872410032,-0.6793893129770993,4.095419847328245,0.7938931297709924
0.3335658482142857,-0.1544189453125,-0.9630650111607144,0.3267822265625,-0.1361083984375,-0.97900390625,-0.3386041439476553,3.845147219193021,0.7317339149400217,-0.5992366412213741,3.9045801526717554,0.7938931297709924
